,Unnamed: 0,web-scraper-order,web-scraper-start-url,titleproduct,location,shippingfee,price,sellerrating,reviews,reviewrating,shipontimerating,chatresponserating,reviews_en
42,126,1625651127-484,https://www.lazada.com.ph/products/nes-retro-mini-tv-handheld-family-recreation-video-game-console-w-built-in-500-classic-games-i232263798-s313293012.html?spm=a2o4l.searchlistcategory.list.130.52a0313crnJZZK&search=1,NES Retro Mini TV Handheld Family Recreation Video Game Console w/ Built-in 500 Classic Games,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,449,88,thank you po maam/sir godbless :)),4.5,100,98,thank you po maam/sir godbless :))
43,130,1625651168-688,https://www.lazada.com.ph/products/itop-sr-gamepad-with-2000mah-cooling-fan-pubg-mobile-game-controller-i224628878-s296536804.html?spm=a2o4l.searchlistcategory.list.83.52a0313ck9E2ji&search=1,ITOP SR Gamepad with  2000mah  Cooling Fan PUBG Mobile Game Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,161.7,90,"Item received today ???
1 day lang naprocess na agad ni seller ??ç?èª
Nakabubble wrap pa para secured talaga ang item???
No damage, no dents, all good lahat ???

Thank you lazada, thank you seller thank yoy din kay ate na deliver ???",4.5,96,97,"Item received today ???
It only took 1 day for the seller to process it ??ç?èª
Nakabubble wrap pa para secured talaga ang item???
No damage, no dents, all good lahat ???

Thank you lazada, thank you seller thank yoy din kay ate na deliver ???"
44,132,1625651130-506,https://www.lazada.com.ph/products/w10-mobile-game-pad-joystick-gamepad-handle-design-i351376948-s793626122.html?spm=a2o4l.searchlistcategory.list.127.52a0313cbVVA4H&search=1,W10 Mobile Game pad Joystick Gamepad Handle Design,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,53.9,90,Sobrang worth it. Maganda na bilis pa ng deliver,4.6,96,97,So worth it. Good delivery speed
45,143,1625651224-834,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,"Thankyou Seller and Lazada. Kahit medyo matagal bago dumating. Worth the wait naman siya. Masaya kami ng asawa ko, makakapaglaro kami ng asawa ko ng maayos. Til next time.",4.8,99,69,"Thankyou Seller and Lazada. Even a little long before it arrived. He is worth the wait. My husband and I are happy, my husband and I can play well. Until next time."
46,144,1625651201-760,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-gaming-fingers-i1132238341-s3933526748.html?spm=a2o4l.searchlistcategory.list.58.52a0313c31aV8l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming Gaming fingers,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,11.8,88,very good,4.5,96,44,very good
47,145,1625651174-699,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,mabilis madeliver at nagamit ko siya agad sa bago kong ds4 na nabili ko nung days of play sale at mukha siya matibay I hope it will last,4.9,99,100,it was delivered quickly and I used it right away on my new ds4 that I bought on the days of play sale and it looks solid I hope it will last
48,149,1625651220-827,https://www.lazada.com.ph/products/3-in1-joystick-grip-mobile-legends-extended-handle-game-controller-ultra-portable-five-angle-gamepad-for-all-smartphone-i496688419-s1314894232.html?spm=a2o4l.searchlistcategory.list.40.52a0313cmbqgDi&search=1,3 in1 Joystick Grip Mobile Legends Extended Handle Game Controller  Ultra-Portable Five-Angle Gamepad for All Smartphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,29.94,90,"aang salamat Lazada at Kay seller 
aang salamat Lazada at Kay seller 
aang salamat Lazada at Kay seller 
aang salamat Lazada at Kay seller",4.3,99,99,"thank you Lazada and Kay seller
thank you Lazada and Kay seller
thank you Lazada and Kay seller
thank you Lazada and Kay seller"
49,151,1625651168-685,https://www.lazada.com.ph/products/itop-sr-gamepad-with-2000mah-cooling-fan-pubg-mobile-game-controller-i224628878-s296536804.html?spm=a2o4l.searchlistcategory.list.83.52a0313ck9E2ji&search=1,ITOP SR Gamepad with  2000mah  Cooling Fan PUBG Mobile Game Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,161.7,90,THANKS LAZADA AT KAY BOSS NA NAG DELIVER. BUY K LNG NG BATTERY PARA LUMAKAS. PEDE K N MAG ELEC. FAN.????????????,4.5,96,97,THANKS LAZADA AND BOSS FOR DELIVERING. BUY K LNG OF BATTERY TO STRENGTHEN. PEDE K N MAG ELEC. FAN.????????????
50,153,1625651155-616,https://www.lazada.com.ph/products/sulit-choice-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1683522046-s7273066236.html?spm=a2o4l.searchlistcategory.list.99.52a0313cT1sZPk&search=1,Sulit Choice Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,10,95,"Super smooth pag naglalaro ako ng ML, COD maganda sya gamitin hindi hassle especially pasmado kamayq
anyway thankyou!!!!??§ reccomended ko sya sa mga gamers jan",4.9,96,98,"Super smooth when I play ML, COD it's good to use no hassle especially pasmado kamayq
anyway thankyou !!!! ??§ reccomended ko sya sa mga gamers jan"
51,156,1625651149-603,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
52,157,1625651102-356,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,thank you po maam/sir godbless :)),4.5,100,92,thank you po maam/sir godbless :))
53,159,1625651100-333,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.bestshown_1.1.52a0313cPUWXwE&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for the kind words. We‚??d love to continue providing great products to awesome customers like you. Thanks again!,4.9,100,99,Thank you for the kind words. We‚??d love to continue providing great products to awesome customers like you. Thanks again!
54,162,1625651174-704,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.,4.9,99,100,We're very happy that you liked our product. Thank you for giving us 5-star rating. Please chat us to get an exclusive discount voucher on your next purchase.
55,166,1625651239-886,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1909313823-s8117813008.html?spm=a2o4l.searchlistcategory.list.4.52a0313cHpvovL&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,14.7,92,"one word, QUALITY
at dun sa nag deliber kht nka 2 balik n wla ako s bhay kht gabi na dumaan p dn smen pra m deliber kz kk uwi ko lng, salamat sa rider",4.9,99,89,"one word, QUALITY
at dun sa nag deliber kht nka 2 balik n wla ako s bhay kht gabi na dumaan p dn smen pra m deliber kz kk uwi ko lng, salamat sa rider"
56,167,1625651239-885,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1909313823-s8117813008.html?spm=a2o4l.searchlistcategory.list.4.52a0313cHpvovL&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,14.7,92,"So far ok naman item was complete 
salamat lazada ??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç????????????????????????‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è??????????????????????????????????????????‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????",4.9,99,89,"So far ok naman item was complete
thank you lazada ??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç??ç????????????????????????‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è??????????????? ???????????????????????????‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏??∏ ??∏??∏??∏??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
57,170,1625651224-836,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-press-screen-finger-sleeves-black-yellow16-pcs-i899546413-s2885090582.html?spm=a2o4l.searchlistcategory.list.37.52a0313cV3XGK9&search=1,18-Pin Carbon Fiber Finger Sleeves For PUBG Mobile Games Press Screen Finger Sleeves Black & Yellow(16 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.12,96,"hindi ko inaasahan na ang ganda pala nito lalo na kapag ginamit napaka smooth lang ng pag pindot sa touch screen phone ko, salamat Lazada",4.8,99,69,"I didn't expect it to be that good, especially when I used it very smoothly, just pressing on my touch screen phone, thank you Lazada"
58,173,1625651213-804,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,Thanks for your support! I hope you have sunny mood everyday. Forgive me if the service is not good enough. Please believe in us that we are improving our service all along! Welcome to visit the next time(„Å•‚?è‚??‚?è)„Å•,4.8,99,70,Thanks for your support! I hope you have sunny mood everyday. Forgive me if the service is not good enough. Please believe in us that we are improving our service all along! Welcome to visit the next time(„Å•‚?è‚??‚?è)„Å•
59,180,1625651168-686,https://www.lazada.com.ph/products/itop-sr-gamepad-with-2000mah-cooling-fan-pubg-mobile-game-controller-i224628878-s296536804.html?spm=a2o4l.searchlistcategory.list.83.52a0313ck9E2ji&search=1,ITOP SR Gamepad with  2000mah  Cooling Fan PUBG Mobile Game Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,161.7,90,"Di gumagana yung fan. Try ko muna icharge then test ulet. Change ko rating kung gumagana naman.
Update: after charging for 30 minutes gumana naman yung fan.",4.5,96,97,"The fan doesn't work. I try to charge first then test again. I change the rating if it works.
Update: after charging for 30 minutes, the fan works."
60,181,1625651220-828,https://www.lazada.com.ph/products/3-in1-joystick-grip-mobile-legends-extended-handle-game-controller-ultra-portable-five-angle-gamepad-for-all-smartphone-i496688419-s1314894232.html?spm=a2o4l.searchlistcategory.list.40.52a0313cmbqgDi&search=1,3 in1 Joystick Grip Mobile Legends Extended Handle Game Controller  Ultra-Portable Five-Angle Gamepad for All Smartphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,29.94,90,"poor packaging, no bubble wrap used. seller should read the comments that the buyer's post so that he can improve it.",4.3,99,99,"poor packaging, no bubble wrap used. seller should read the comments that the buyer's post so that he can improve it."
61,182,1625651206-778,https://www.lazada.com.ph/products/gamers-sweatproof-1-pair-2pcs-gloves-mobile-finger-sleeve-touchscreen-game-controller-phone-gaming-i1830866266-s7789817191.html?spm=a2o4l.searchlistcategory.list.53.52a0313cWwk46a&search=1,Gamers Sweatproof 1 Pair (2pcs) Gloves Mobile Finger Sleeve Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,13.72,91,ang hands rate 5stars okay lang pat ma deley,4.8,99,98,the hands rate 5stars is okay pat ma deley
62,195,1625651213-806,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,"thank seller worth Ang paghihintay,thank din Lazada",4.8,99,70,"thank seller worth The wait, thank also Lazada"
63,198,1625651136-524,https://www.lazada.com.ph/products/jl01-mvp-portable-game-grip-pad-game-joystick-controller-i1046830844-s3542344488.html?spm=a2o4l.searchlistcategory.list.121.52a0313cWB8uwl&search=1,JL01 MVP Portable Game Grip Pad Game Joystick Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,30,89,what you see is what you get.. cheaper price for a cheaper material. all in all wala naman kulang or sira.,4.4,88,95,what you see is what you get.. cheaper price for a cheaper material. all in all wala naman kulang or sira.
64,199,1625651136-526,https://www.lazada.com.ph/products/jl01-mvp-portable-game-grip-pad-game-joystick-controller-i1046830844-s3542344488.html?spm=a2o4l.searchlistcategory.list.121.52a0313cWB8uwl&search=1,JL01 MVP Portable Game Grip Pad Game Joystick Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,30,89,Mejo malambot xa,4.4,88,95,Mejo is soft
65,200,1625651123-471,https://www.lazada.com.ph/products/delivery-in-3-daysoriginal-flydigi-wasp-finger-sleeve-mobile-phone-gaming-gloves-sweat-proof-finger-cover-finger-sleeve-gaming-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i430364301-s1972896640.html?spm=a2o4l.searchlistcategory.list.133.52a0313cpBK94k&search=1,[Delivery in 3 Days]Original Flydigi  Wasp Finger Sleeve Mobile Phone gaming gloves Sweat-Proof Finger Cover  Finger Sleeve gaming Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,146,92,ang bilis pong dumating??ç??ç??ç nakakatuwa. nagustuhan naman po ng kapatid ko. maraming salamat po!!!,4.8,98,93,the speed came??ç??ç??ç funny. my brother liked it. thank you very much!!!
66,209,1625651083-301,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.bestshown_1.10.52a0313cMC6OlY&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Even its a little bit late on the delivery still the package is safe and secure. The product is good and still new. It really fits in the thumbs like a sock. Its worth the wait ??Å???,4.8,97,99,Even its a little bit late on the delivery still the package is safe and secure. The product is good and still new. It really fits in the thumbs like a sock. Its worth the wait ??Å???
67,211,1625651152-613,https://www.lazada.com.ph/products/ready-wired-8-bit-tv-red-and-white-machine-game-player-handle-gampad-controller-i528324781-s1418794055.html?spm=a2o4l.searchlistcategory.list.102.52a0313cMqXCJq&search=1,[Ready] ‚ù§Wired 8 Bit TV Red and White Machine Game Player Handle Gampad Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,119,92,thank you seller! it works!,4.8,99,100,thank you seller! it works!
68,212,1625651149-600,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"Bilang isang regalo para sa mga bata, napakahusay nito, mas makakasama ko ang aking pamilya",5,98,100,"As a gift for the kids, it‚??s so great, I can spend more time with my family"
69,214,1625651213-801,https://www.lazada.com.ph/products/18-pin-carbon-fiber-finger-sleeves-for-pubg-mobile-games-contact-screen-finger-sleeves12-pcs-i1095198339-s3767764109.html?spm=a2o4l.searchlistcategory.list.47.52a0313cz0bEcl&search=1,18-Pin Carbon Fiber Finger Sleeves for PUBG Mobile Games Contact Screen Finger Sleeves(12 Pcs),"Metro Manila~Quezon City, Quezon City, Project 6",41.5,57.68,95,ayan ang dami nito ewan ko nalang kung matalo pa ako sa mga games nito ha! dahil sa lecheng to tag itlog ako ??≠,4.8,99,70,"That's the amount of it, I just don't know if I'll lose in its games! because of lecheng to tag eggs I ??≠"
70,215,1625651083-303,https://www.lazada.com.ph/products/mobile-club-wasp-finger-sleeve-2-mobile-phone-gaming-sweat-proof-finger-cover-finger-sleeve-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i1196038316-s4229404093.html?spm=a2o4l.searchlistcategory.bestshown_1.10.52a0313cMC6OlY&search=1,Mobile Club Wasp Finger Sleeve 2 Mobile Phone Gaming Sweat-Proof Finger Cover Finger Sleeve Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,9,93,Recieve the item on the estimated date. my daughter like it. thank you seller and approachable rider.,4.8,97,99,Receive the item on the estimated date. my daughter like it. thank you seller and approachable rider.
71,217,1625651145-584,https://www.lazada.com.ph/products/gen-game-x3-wireless-bluetooth-gamepad-game-controller-for-android-pc-tv-box-i1930196688-s8280047457.html?spm=a2o4l.searchlistcategory.list.108.52a0313cXDZLP7&search=1,GEN GAME X3 Wireless Bluetooth Gamepad Game Controller for Android PC TV Box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,270,89,Solid itong item na ito working siya at madali gamitin mura na at sulit pa thank you so much for this seller kasi worth yung pera ko ill rate this five stars,4.4,99,98,"This item is solid, it's working and it's easy to use, it's cheap and worth it. Thank you so much for this seller because it's worth my money. I'll rate this five stars"
72,223,1625651220-829,https://www.lazada.com.ph/products/3-in1-joystick-grip-mobile-legends-extended-handle-game-controller-ultra-portable-five-angle-gamepad-for-all-smartphone-i496688419-s1314894232.html?spm=a2o4l.searchlistcategory.list.40.52a0313cmbqgDi&search=1,3 in1 Joystick Grip Mobile Legends Extended Handle Game Controller  Ultra-Portable Five-Angle Gamepad for All Smartphone,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,29.94,90,medyo disappointed ako kasi dahil dito sa nagdeliver samin kala mo kung sinong makasigaw ha tapos sira yung handler ng joystick putol oks lang dalawa yan yung isa nasa kapatid ko salamat order nalang ako uli,4.3,99,99,"I'm a bit disappointed because because of the one who delivered to us, you know who can shout, then the joystick handler is broken, ok, it's just two, that's the one with my brother, thank you, just order me again"
73,228,1625651109-383,https://www.lazada.com.ph/products/max-ph-call-of-duty-mobile-controller-k21-pugb-trigge-4-finger-linkage-game-handle-peace-elite-fast-shooting-button-controller-for-pubg-rules-of-survival-game-trigger-joystick-gamepad-for-ios-android-phone-i587586668-s1606612972.html?spm=a2o4l.searchlistcategory.list.148.52a0313cPGNMcG&search=1,MAX PH Call of duty mobile Controller K21 PUGB Trigge 4 Finger Linkage Game Handle Peace Elite Fast Shooting Button Controller for PUBG Rules of Survival Game Trigger Joystick Gamepad for iOS Android Phone,"Metro Manila~Quezon City, Quezon City, Project 6",45,85,94,Ang ganda neto.. 4 days Lang Yung tinagal Ang smooth gamitin mga lods bili na kayoo sobrang accurate and smooth gamitin 5 stars para sayo Lazada amabait pa nung nag deliver di kami nabigo sayo ninja van ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è,4.5,93,100,Ang ganda neto .. 4 days Lang Yung tinagal Ang smooth gamitin mga lods bili na kayo sobrang accurate and smooth gamitin 5 stars para sayo Lazada amabait pa nung nag deliver di kami nabigo sayo ninja van ‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è
74,232,1625651102-360,https://www.lazada.com.ph/products/mini-video-game-console-entertainment-system-built-in-400-family-game-box-i275135314-s405605652.html?spm=a2o4l.searchlistcategory.list.154.52a0313ckSnGMn&search=1,Mini Video Game Console Entertainment System Built-in 400 family game box,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,445,81,"Thank you for purchasing our product, God bless :)",4.5,100,92,"Thank you for purchasing our product, God bless :)"
75,233,1625651149-599,https://www.lazada.com.ph/products/local-seller-wireless-handheld-tv-video-game-console-retro-game-box-electronic-game-mini-handheld-usb-dual-controller-av-output-built-in-620-classic-games-contra-turtle-adventure-island-mortal-kombat-4-i2028244858-s8957881005.html?spm=a2o4l.searchlistcategory.list.105.52a0313ch8VK3d&search=1,[Local seller] Wireless handheld TV video game console Retro game box Electronic game Mini handheld USB dual controller AV output built-in 620 classic games  contra   turtle  adventure island   mortal kombat 4,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,352.8,96,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!",5,98,100,"HI friends, your satisfaction and praise is the best return to us! Thank you for your trust and support! Looking forward to seeing each other next time!"
76,234,1625651174-703,https://www.lazada.com.ph/products/dobe-ps4-controller-mobile-smart-phone-clip-mount-holder-for-sony-playstation-4-dualshock-4-controller-i934436360-s3039390952.html?spm=a2o4l.searchlistcategory.list.74.52a0313cuYeryQ&search=1,DOBE PS4 Controller Mobile Smart Phone Clip Mount Holder for Sony PlayStation 4 Dualshock 4 Controller,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,198,97,"got the item i ordered today as iexpected, well packed, no damage and it fits perfectly on my ds4",4.9,99,100,"got the item i ordered today as iexpected, well packed, no damage and it fits perfectly on my ds4"
77,235,1625651123-474,https://www.lazada.com.ph/products/delivery-in-3-daysoriginal-flydigi-wasp-finger-sleeve-mobile-phone-gaming-gloves-sweat-proof-finger-cover-finger-sleeve-gaming-finger-gloves-for-pubg-call-of-duty-peace-elite-game-profession-occupation-touch-screen-thumb-gamepad-i430364301-s1972896640.html?spm=a2o4l.searchlistcategory.list.133.52a0313cpBK94k&search=1,[Delivery in 3 Days]Original Flydigi  Wasp Finger Sleeve Mobile Phone gaming gloves Sweat-Proof Finger Cover  Finger Sleeve gaming Finger Gloves for PUBG Call of duty Peace Elite Game profession Occupation Touch Screen Thumb Gamepad,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,146,92,"A score 5/5 is well deserved simply because.. I've received the item I ordered. And overall the product is well intended for gaming purposes the quality is in excellent shape. Second, the seller is very accomodating in terms of questions. Lastly, it only took a few days to deliver, or approximately only just a week because of overseas shipping.",4.8,98,93,"A score 5/5 is well deserved simply because.. I've received the item I ordered. And overall the product is well intended for gaming purposes the quality is in excellent shape. Second, the seller is very accomodating in terms of questions. Lastly, it only took a few days to deliver, or approximately only just a week because of overseas shipping."
78,237,1625651133-519,https://www.lazada.com.ph/products/nintendo-battery-pack-gba-sp-gameboy-advance-sp-with-free-screwdriver-i409934292-s992606992.html?spm=a2o4l.searchlistcategory.list.124.52a0313cjnkmIo&search=1,Nintendo Battery Pack GBA SP Gameboy Advance SP with free screwdriver,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,300,94,Tine sting ko s gameboy ng anak ko ok nmn ngchacharge cya sana tumagal ang life ng batterysalamat seller at rider. 5  star.,4.8,99,98,Tine sting ko s gameboy ng anak ko ok nmn ngchacharge cya sana tumagal ang life ng batterysalamat seller at rider. 5 star.
79,239,1625651242-895,https://www.lazada.com.ph/products/1-pair-2pcs-gamers-sweatproof-gloves-mobile-finger-sleeve-thumb-touchscreen-game-controller-phone-gaming-i1769544644-s7559920943.html?spm=a2o4l.searchlistcategory.list.1.52a0313c72vg7l&search=1,1 Pair (2pcs) Gamers Sweatproof Gloves Mobile Finger Sleeve Thumb Touchscreen Game Controller Phone Gaming,"Metro Manila~Quezon City, Quezon City, Project 6",41.5,28,96,Thank you for the great review! We‚??re so happy you loved your experience and can‚??t wait to have you back for your next purchase.,4.9,100,99,Thank you for the great review! We‚??re so happy you loved your experience and can‚??t wait to have you back for your next purchase.
